pathway	description	100CHE6KO	101CHE6WT	102CHE6WT	103CHE6KO	104CHE6KO	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	26CMK6WT	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	36CMK6WT	81CHE6WT	82CHE6WT	84CHE6KO	86CHE6WT	87CHE6KO	88CHE6KO	99CHE6KO	9CMK6KO
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	293.7459260509798	0.0	32.087177838703944	229.44535793733502	102.35338359915342	63.4199942987874	350.8057257626276	95.39561899543381	85.86403329272217	685.9380408613224	421.5830815892022	578.6314627962195	156.61424303453825	72.36052598338796	262.7479554096228	59.315043740970715	314.1649637163811	54.453516425639975	45.91760289987295	119.54051423764533	103.40924454935707	537.5962135248807	495.4730417803517	98.29878553404149
NAGLIPASYN-PWY	lipid IVA biosynthesis	1217.777777777778	978.6999999999997	887.2222222222223	1048.3333333333333	1381.9444444444446	1143.0413076132975	1195.0130935689865	2258.5582107189757	1925.6028975978686	2718.5867684417744	1325.2282740256594	1342.5000000000002	954.1666666666665	1509.2668575790033	871.7635101596311	1878.4347846211974	1315.1888888888886	1468.2444444444445	2130.188888888889	1643.7	1933.333333333333	1064.911111111111	1669.533333333333	1393.9128069335673
NONMEVIPP-PWY	methylerythritol phosphate pathway I	1388.607362383417	1502.419390226481	1353.1875337772667	1667.7290963324258	1569.7858012433794	1653.0592817450656	1333.878881001976	2481.901462725053	2005.8142898805786	3497.8040630846303	1836.9200813745695	3004.659719584242	979.4353590145064	1760.4182271719749	1002.0194646025383	2026.7700628857785	1372.338551341782	1477.6356829116198	2146.7553418430025	1775.7106534897016	2160.7028540649044	1183.9483298391585	1903.6811075486469	1833.1481136319424
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	1507.4468043451386	2058.373306098937	1722.5426550463062	1937.0067228579	1854.0073825762674	2060.86842442652	1475.5840015064105	2753.123279498079	2011.5740256250924	3994.0894011396163	2260.5029976826504	3541.5069588838646	1016.0690682762677	2053.6840164373725	1080.5418314805686	2109.1601550110367	1406.5822995500641	1505.4823225275147	2165.1502941322105	1909.7726412282434	2369.4624769371553	1172.0129817345105	2164.4612992436964	2068.702969724595
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	419.0374229708734	888.6347963716407	585.2547665852146	960.9344725014785	564.9862341773976	483.8292602457057	511.81659460478556	1168.8005870351926	496.8288277861155	1347.4317725787641	882.7421884270806	2163.7613682824617	850.550337009679	677.352426667933	467.49659435343057	597.6455123865168	329.9123330272069	202.0189424958313	332.65221897623275	174.27729750093602	218.18084784333337	394.7850821866642	689.7129310698224	460.98490618329816
P108-PWY	pyruvate fermentation to propanoate I	1439.5799140870279	1342.116906135034	1059.8144933688068	1284.8705758421809	1643.5814527805142	1352.7193207924868	1459.589270176349	2355.5919118500383	1908.2315790862713	2567.413273921538	1546.8970937880465	1934.690271873716	1215.6699702343885	1686.7164627751597	1143.5838604549456	1650.5697846623684	1471.1295567029085	1539.1963051260075	2117.0718901189357	1828.046172948938	2140.410652952311	1239.646617613485	2019.830003476326	1043.0301125937926
P122-PWY	heterolactic fermentation	0.0	30.97221045095489	30.71516577856985	20.723771232151453	20.74907394016617	381.5889768990392	417.74225661968313	1248.9849426438504	509.01123898721977	1000.7907668579364	692.3748372179978	591.2109446757212	983.9940077766482	625.3129148632007	339.326407840954	602.6164521359128	34.04197923799979	81.89349068062738	155.9172659590231	40.86701690371689	34.318917701033435	20.59447100741886	6.976147365215469	339.03537189210965
P124-PWY	Bifidobacterium shunt	0.0	35.532980095566934	35.408413275881074	23.7703276848194	23.78312847420527	445.1408480562283	487.1848109126154	1495.8778107533387	606.0127279237612	1196.672587320997	815.2818315991066	683.7484635185037	1124.8659559087216	725.0631061643642	388.71305446150774	724.1728722713278	39.261096137162994	95.77072974137786	184.97444567009248	47.14428246307261	39.50470907872117	23.683557091417953	7.979387206875456	410.1684488370941
P161-PWY	acetylene degradation	188.69145466405737	830.0822137557651	418.8467815049863	366.93056623110425	488.152456379161	273.3276989670329	435.0617170115775	974.3052248587323	371.34918072831596	956.1065867425841	662.7736531505808	635.3608311948426	865.6028693832817	449.3411796678199	341.0260481022454	426.6557580778791	245.2996207332491	116.28308046859995	201.42213677561116	81.79637726420987	101.18186555497655	327.30117001300016	590.0306190795138	257.2154664964333
P163-PWY	L-lysine fermentation to acetate and butanoate	54.8527851123311	83.08473536146819	27.26491404157651	0.0	19.68836237905422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.477654704680784	44.52717201921698	63.20761876258099	42.3688242428964	21.20067710876204	20.365850310513693	103.447868955065	0.0
P23-PWY	reductive TCA cycle I	0.0	0.0	0.0	0.0	0.0	267.8396120524429	92.49005309826146	434.73326474421987	210.16829570443085	1151.424226118385	696.3334766938449	193.9911822607587	132.76694180891678	331.49114665164007	242.8019379820748	276.4514545323663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	374.9125111616598
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	235.5619401707008	0.0	96.8967142040556	397.4563771632843	247.4438048710801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.25354576961797	99.20463069864813	108.57596218546159	79.61861439506016	117.44554305998078	43.90170107795056	560.2450970714734	0.0
P42-PWY	incomplete reductive TCA cycle	1708.786027873849	1577.0662741355752	1326.411006082637	1689.8584677085535	1915.897819826219	1708.026352079297	1718.9605636192255	3058.7146142765077	2462.950936825957	3881.3441458266375	2038.5393918753666	2703.858031512405	1378.5495856207447	2054.2701994391787	1341.2073649526922	2394.8470792953863	1743.324647336238	1837.625750959108	2634.7683606422124	2112.191094852896	2490.2632136842717	1523.2124626002094	2404.06758534967	1946.4417499161493
P441-PWY	superpathway of N-acetylneuraminate degradation	391.66665855749784	0.0	271.83067575997336	755.9479497825291	519.5718513900605	432.42168282671616	752.2238825908478	740.7325677751555	516.6176551676175	1773.3340684569714	1185.934913523846	1516.471972758273	753.6855511107734	493.99718452611376	587.5551947338192	418.5736273632376	292.5615224242288	241.64757708010467	288.49003465218516	248.05735711339847	308.3497763424263	127.9589230766572	733.9580264652672	506.9827299700392
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	51.27506702412869	0.0	98.24979623305711	285.84237848041533	255.5785904849759	154.2222722085014	282.95683760909395	280.9029321463587	207.3085254027572	718.6632301113838	515.026530904919	392.4771082636168	409.56235328085165	195.5567651456421	229.8939688340432	165.052514965565	102.45099134036585	94.22334068537451	110.6664894128688	29.80149890383284	57.414141414141405	17.881873065933462	383.90790137376496	196.9962354711707
PANTO-PWY	phosphopantothenate biosynthesis I	1139.9360568383659	1419.2935440480985	988.1715189873421	1116.2337042925278	1429.6270065707395	981.2348213117883	1148.676495827036	1745.638901472558	1394.7311456470247	1956.1105732454712	1218.6222252301027	1544.8047409095414	967.7665772487217	1242.8255199899409	906.1723489178827	1172.0783366307996	1173.193645297109	1163.0594937803896	1605.3798563815656	1379.5920072517954	1620.5718778665969	1040.9374396732412	1750.6621398967554	718.2902380992209
PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	1178.257878073797	1446.4390149739536	1075.0306322616088	1160.2545114765421	1451.7525322484134	1154.5849030906393	1229.584400539849	2021.7638680420187	1548.2903980069736	2294.607798633332	1414.7531410343697	1683.9641595331518	1100.1188256116477	1407.7645767101376	944.5700882209472	1349.0894513004437	1202.6366949796682	1220.4026830455846	1696.3323479688675	1464.0399718580495	1735.8547947413836	1051.7540776527767	1765.9348113081558	885.5591044857048
PENTOSE-P-PWY	pentose phosphate pathway	388.7560940102302	1051.2387986957192	703.074955611729	423.54553614453795	650.1186576307648	926.9822753691756	309.69024739736284	555.2362879448908	275.3454470997723	1262.35661930351	846.6874762343101	15.918082055499887	0.0	601.1828525921122	7.952420124619822	357.9786635873163	221.08489195773862	297.6482055877886	398.01561190713926	527.757084904152	683.2919696504148	104.17094087794426	734.7460196572697	698.1721058520045
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	1340.0245649948824	1533.1773522667136	1309.6127542572	1588.6798237148678	1562.294668311753	1669.9474471474814	1446.9471757183405	2839.67906082341	2032.7277303045355	3563.567032882612	1970.0446990959147	3009.88406350786	1483.5226029000892	1869.1930700724	1101.3542303172214	2065.558872442206	1337.990711040964	1433.335875201333	2078.6858354589363	1706.136345256819	2063.5416988447532	1154.9884867049789	1886.1080508108591	1761.383128283558
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	946.9487537942343	1299.473631009087	1172.4810099929066	1408.2643839938678	919.092778210616	1574.6464261499677	1181.0221701423782	2539.913011109473	1574.9645731060825	3280.6771534083155	1953.4386576221343	2742.498998418921	1360.124622361668	1723.664965770609	945.0098296854643	1694.1883716478906	719.58154977572	594.1469656189378	819.8101029360606	1055.6683297319944	1373.3137062675466	823.5672049066509	1254.1675351446186	1516.3440561636642
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	0.0	25.249415245689544	23.44839204387025	16.49565328705802	16.695670750693406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.766456239117517	27.323715100191983	52.85022047107593	3.868398518132516	16.142562261062864	3.782228872183047	5.897791595046088	0.0
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	1278.047220928237	1309.5767191660789	1141.086479569684	1385.8640366332486	1506.3458487723328	1423.2918141402915	1345.2994945029945	2566.5704492317	1952.065841824861	3232.1228291998823	1727.8452218430036	2250.393273381295	1240.0344932473536	1704.6320994611633	1013.5825022632628	1956.4062318170932	1321.0947662675562	1396.1490689001312	2024.937818960277	1631.0265647528909	1961.5011954911224	1144.2894768350259	1822.4290065012906	1582.0807859179197
